pressure,temperature,mass-fraction-water,density,x-velocity,y-velocity,z-velocity,x,y,z,Cell Type
2.86E+06,3.00E+02,8.53E-01,1.90E+02,-1.53E+00,10.8,3.46E-01,7.01E-03,-1.15E-02,5.64E-04,5
2.86E+06,3.00E+02,6.83E-01,9.78E+01,-2.11E+00,10.6,-4.52E-01,7.02E-03,-1.15E-02,5.49E-04,5
2.86E+06,3.00E+02,1.00E+00,9.86E+02,-1.06E+00,11.2,8.44E-01,6.88E-03,-1.15E-02,5.84E-04,5
2.86E+06,3.00E+02,1.00E+00,9.90E+02,-1.09E+00,11.2,8.41E-01,6.87E-03,-1.15E-02,5.72E-04,5
2.86E+06,3.00E+02,1.00E+00,9.94E+02,-1.09E+00,11.2,9.07E-01,6.87E-03,-1.15E-02,5.51E-04,5
2.86E+06,3.00E+02,1.00E+00,9.96E+02,-1.13E+00,11.2,8.91E-01,6.85E-03,-1.15E-02,5.41E-04,5
2.86E+06,3.00E+02,5.94E-01,7.81E+01,-2.30E+00,11.7,-1.18E+00,7.02E-03,-1.15E-02,4.77E-04,5
2.86E+06,3.00E+02,5.65E-01,7.32E+01,-2.44E+00,12.8,-1.33E+00,7.03E-03,-1.15E-02,4.67E-04,5
2.86E+06,3.00E+02,5.85E-01,7.64E+01,-2.48E+00,13,-1.27E+00,7.06E-03,-1.15E-02,4.75E-04,5
2.86E+06,3.00E+02,1.00E+00,9.98E+02,-1.19E+00,11.2,9.87E-01,6.86E-03,-1.15E-02,5.07E-04,5
2.86E+06,3.00E+02,1.00E+00,9.98E+02,-1.17E+00,11.2,9.68E-01,6.85E-03,-1.15E-02,5.18E-04,5
2.86E+06,3.00E+02,5.94E-01,7.80E+01,-2.56E+00,11.4,-1.17E+00,7.05E-03,-1.15E-02,5.11E-04,5
2.86E+06,3.00E+02,6.12E-01,8.13E+01,-2.49E+00,11,-9.43E-01,7.03E-03,-1.15E-02,5.11E-04,5
2.86E+06,3.00E+02,5.53E-01,7.13E+01,-2.49E+00,14.7,-1.32E+00,7.02E-03,-1.15E-02,4.29E-04,5
2.86E+06,3.00E+02,5.94E-01,7.80E+01,-2.53E+00,13.5,-1.30E+00,7.00E-03,-1.15E-02,4.33E-04,5
2.86E+06,3.00E+02,6.87E-01,9.89E+01,-2.41E+00,11.2,-1.12E+00,6.99E-03,-1.15E-02,4.54E-04,5
2.86E+06,3.00E+02,6.97E-01,1.02E+02,-2.52E+00,11.1,-7.85E-01,6.97E-03,-1.15E-02,4.52E-04,5
2.86E+06,3.00E+02,6.37E-01,8.65E+01,-2.38E+00,12.4,-1.13E+00,6.96E-03,-1.15E-02,4.16E-04,5
2.86E+06,3.00E+02,1.00E+00,9.89E+02,-1.12E+00,11.1,8.96E-01,6.97E-03,-1.15E-02,5.70E-04,5
2.85E+06,3.00E+02,1.00E+00,9.97E+02,-1.19E+00,11.2,9.16E-01,6.83E-03,-1.15E-02,5.15E-04,5
2.85E+06,3.00E+02,1.00E+00,9.94E+02,-1.23E+00,11.2,9.42E-01,6.79E-03,-1.15E-02,5.06E-04,5
2.86E+06,3.00E+02,7.09E-01,1.06E+02,-2.18E+00,10.6,-6.50E-01,7.02E-03,-1.15E-02,5.29E-04,5
2.85E+06,3.00E+02,1.00E+00,9.90E+02,-1.25E+00,11.2,8.40E-01,6.74E-03,-1.15E-02,5.00E-04,5
2.86E+06,3.00E+02,9.32E-01,3.34E+02,-1.41E+00,10.9,6.29E-01,6.98E-03,-1.15E-02,5.55E-04,5
2.86E+06,3.00E+02,7.41E-01,1.17E+02,-2.13E+00,11.1,-4.81E-02,6.95E-03,-1.15E-02,4.85E-04,5
2.86E+06,3.00E+02,5.67E-01,7.36E+01,-2.47E+00,14.3,-1.40E+00,7.03E-03,-1.15E-02,4.45E-04,5
2.86E+06,3.00E+02,1.00E+00,9.92E+02,-1.05E+00,11.2,9.88E-01,6.94E-03,-1.15E-02,5.87E-04,5
2.86E+06,3.00E+02,1.00E+00,9.95E+02,-1.08E+00,11.1,9.96E-01,6.89E-03,-1.15E-02,5.41E-04,5
2.86E+06,3.00E+02,1.00E+00,9.97E+02,-1.19E+00,11.1,1.04E+00,6.89E-03,-1.15E-02,5.20E-04,5
2.86E+06,3.00E+02,6.77E-01,9.60E+01,-2.32E+00,10.6,-9.18E-01,7.00E-03,-1.15E-02,5.04E-04,5
2.86E+06,3.00E+02,6.77E-01,9.62E+01,-2.15E+00,10.7,-4.63E-01,7.00E-03,-1.15E-02,5.22E-04,5
2.86E+06,3.00E+02,9.99E-01,9.67E+02,-1.41E+00,11.1,8.66E-01,6.90E-03,-1.15E-02,4.90E-04,5
2.86E+06,3.00E+02,8.65E-01,2.02E+02,-1.74E+00,11.2,3.50E-01,6.92E-03,-1.15E-02,4.64E-04,5
2.85E+06,3.00E+02,1.00E+00,9.93E+02,-1.12E+00,11.2,8.63E-01,6.83E-03,-1.15E-02,5.50E-04,5
2.86E+06,3.00E+02,7.97E-01,1.44E+02,-2.20E+00,11,-2.11E-01,6.95E-03,-1.15E-02,4.66E-04,5
2.85E+06,3.00E+02,1.00E+00,9.95E+02,-1.27E+00,11.2,9.71E-01,6.75E-03,-1.15E-02,4.66E-04,5
2.86E+06,3.00E+02,1.00E+00,9.94E+02,-1.03E+00,11.2,9.74E-01,6.91E-03,-1.15E-02,5.55E-04,5
2.85E+06,3.00E+02,1.00E+00,9.90E+02,-1.24E+00,11.3,6.74E-01,6.69E-03,-1.15E-02,4.95E-04,5
2.86E+06,3.00E+02,5.79E-01,7.54E+01,-2.61E+00,15.8,-1.47E+00,6.99E-03,-1.15E-02,3.93E-04,5
2.85E+06,3.00E+02,1.00E+00,9.90E+02,-1.24E+00,11.2,8.47E-01,6.76E-03,-1.15E-02,5.07E-04,5
2.86E+06,3.00E+02,9.97E-01,9.20E+02,-1.34E+00,11.1,9.80E-01,6.93E-03,-1.15E-02,5.11E-04,5
2.85E+06,3.00E+02,1.00E+00,9.96E+02,-1.27E+00,11.2,9.77E-01,6.77E-03,-1.15E-02,4.76E-04,5
2.86E+06,3.00E+02,1.00E+00,9.92E+02,-1.11E+00,11.1,9.78E-01,6.93E-03,-1.15E-02,5.49E-04,5
2.85E+06,3.00E+02,1.00E+00,9.95E+02,-1.26E+00,11.3,7.45E-01,6.71E-03,-1.15E-02,4.93E-04,5
2.86E+06,3.00E+02,6.18E-01,8.26E+01,-2.47E+00,10.8,-1.13E+00,7.02E-03,-1.15E-02,4.97E-04,5
2.86E+06,3.00E+02,7.61E-01,1.26E+02,-2.18E+00,11.2,-4.79E-01,6.94E-03,-1.15E-02,4.38E-04,5
2.86E+06,3.00E+02,7.69E-01,1.29E+02,-2.02E+00,10.9,-1.33E-01,6.97E-03,-1.15E-02,4.97E-04,5
2.86E+06,3.00E+02,1.00E+00,9.96E+02,-1.25E+00,11.2,1.02E+00,6.87E-03,-1.15E-02,4.88E-04,5
2.85E+06,3.00E+02,9.99E-01,9.81E+02,-1.12E+00,11.2,7.94E-01,6.83E-03,-1.15E-02,5.70E-04,5
2.86E+06,3.00E+02,1.00E+00,9.93E+02,-1.06E+00,11.1,9.75E-01,6.95E-03,-1.15E-02,5.68E-04,5
2.86E+06,3.00E+02,5.56E-01,7.19E+01,-2.45E+00,15.7,-1.14E+00,7.06E-03,-1.15E-02,4.39E-04,5
2.86E+06,3.00E+02,5.81E-01,7.57E+01,-2.67E+00,17,-1.42E+00,7.02E-03,-1.15E-02,3.90E-04,5
2.86E+06,3.00E+02,5.84E-01,7.62E+01,-2.43E+00,13.5,-1.29E+00,6.99E-03,-1.15E-02,4.13E-04,5
2.86E+06,3.00E+02,6.36E-01,8.62E+01,-2.37E+00,11.2,-1.20E+00,7.00E-03,-1.15E-02,4.72E-04,5
2.86E+06,3.00E+02,6.26E-01,8.41E+01,-2.36E+00,10.8,-7.87E-01,6.99E-03,-1.15E-02,4.91E-04,5
2.86E+06,3.00E+02,5.58E-01,7.22E+01,-2.34E+00,15,-1.11E+00,7.07E-03,-1.15E-02,4.57E-04,5
2.85E+06,3.00E+02,1.00E+00,9.97E+02,-1.20E+00,11.2,9.85E-01,6.81E-03,-1.15E-02,5.00E-04,5
2.85E+06,3.00E+02,1.00E+00,9.94E+02,-1.25E+00,11.2,9.43E-01,6.77E-03,-1.15E-02,4.95E-04,5
2.85E+06,3.00E+02,9.99E-01,9.83E+02,-1.12E+00,11.2,7.76E-01,6.84E-03,-1.15E-02,5.82E-04,5
2.86E+06,3.00E+02,7.33E-01,1.14E+02,-2.11E+00,11.1,-4.36E-02,6.94E-03,-1.15E-02,4.56E-04,5
2.86E+06,3.00E+02,6.66E-01,9.32E+01,-2.36E+00,11.3,-8.83E-01,6.96E-03,-1.15E-02,4.34E-04,5
2.86E+06,3.00E+02,9.95E-01,8.80E+02,-1.33E+00,11.2,9.21E-01,6.89E-03,-1.15E-02,4.81E-04,5
2.86E+06,3.00E+02,5.95E-01,7.82E+01,-2.45E+00,12.3,-1.30E+00,7.06E-03,-1.15E-02,4.94E-04,5
2.86E+06,3.00E+02,8.78E-01,2.20E+02,-1.49E+00,10.9,3.03E-01,6.98E-03,-1.15E-02,5.33E-04,5
2.86E+06,3.00E+02,8.60E-01,1.97E+02,-1.42E+00,11,4.16E-01,6.96E-03,-1.15E-02,5.21E-04,5
2.85E+06,3.00E+02,1.00E+00,9.93E+02,-1.18E+00,11.2,8.67E-01,6.82E-03,-1.15E-02,5.36E-04,5
2.86E+06,3.00E+02,5.56E-01,7.19E+01,-2.64E+00,16.8,-1.31E+00,7.03E-03,-1.15E-02,4.07E-04,5
2.86E+06,3.00E+02,9.30E-01,3.29E+02,-1.73E+00,11.1,6.73E-01,6.92E-03,-1.15E-02,4.81E-04,5
2.85E+06,3.00E+02,1.00E+00,9.90E+02,-1.23E+00,11.2,7.57E-01,6.72E-03,-1.15E-02,5.08E-04,5
2.86E+06,3.00E+02,1.00E+00,9.96E+02,-1.23E+00,11.1,1.02E+00,6.90E-03,-1.15E-02,5.09E-04,5
2.86E+06,3.00E+02,1.00E+00,9.91E+02,-1.04E+00,11.2,9.33E-01,6.90E-03,-1.15E-02,5.77E-04,5
2.86E+06,3.00E+02,1.00E+00,9.90E+02,-1.02E+00,11.2,9.41E-01,6.92E-03,-1.15E-02,5.90E-04,5
2.86E+06,3.00E+02,9.96E-01,8.85E+02,-1.13E+00,11.1,9.12E-01,6.94E-03,-1.15E-02,5.27E-04,5
2.86E+06,3.00E+02,9.16E-01,2.90E+02,-1.81E+00,11,7.10E-01,6.93E-03,-1.15E-02,4.92E-04,5
2.85E+06,3.00E+02,1.00E+00,9.93E+02,-1.27E+00,11.2,9.03E-01,6.74E-03,-1.15E-02,4.79E-04,5
2.85E+06,3.00E+02,1.00E+00,9.93E+02,-1.29E+00,11.3,8.21E-01,6.72E-03,-1.15E-02,4.75E-04,5
2.85E+06,3.00E+02,1.00E+00,9.88E+02,-1.14E+00,11.2,8.16E-01,6.80E-03,-1.15E-02,5.41E-04,5
2.85E+06,3.00E+02,1.00E+00,9.88E+02,-1.24E+00,11.2,8.32E-01,6.76E-03,-1.15E-02,5.27E-04,5
2.86E+06,3.00E+02,8.03E-01,1.49E+02,-1.61E+00,10.9,4.59E-01,7.01E-03,-1.15E-02,5.84E-04,5
2.86E+06,3.00E+02,1.00E+00,9.86E+02,-1.08E+00,11.2,7.78E-01,6.88E-03,-1.15E-02,6.03E-04,5
2.85E+06,3.00E+02,1.00E+00,9.88E+02,-1.24E+00,11.2,8.32E-01,6.76E-03,-1.15E-02,5.27E-04,5
2.85E+06,3.00E+02,1.00E+00,9.87E+02,-1.18E+00,11.2,6.35E-01,6.68E-03,-1.15E-02,5.15E-04,5
2.85E+06,3.00E+02,9.99E-01,9.78E+02,-1.13E+00,11.2,7.95E-01,6.81E-03,-1.15E-02,5.75E-04,5
2.85E+06,3.00E+02,1.00E+00,9.89E+02,-1.21E+00,11.2,8.59E-01,6.78E-03,-1.15E-02,5.27E-04,5
2.85E+06,3.00E+02,1.00E+00,9.89E+02,-1.21E+00,11.2,8.59E-01,6.78E-03,-1.15E-02,5.27E-04,5
2.85E+06,3.00E+02,1.00E+00,9.88E+02,-1.14E+00,11.2,8.16E-01,6.80E-03,-1.15E-02,5.41E-04,5
2.86E+06,3.00E+02,1.00E+00,9.92E+02,-1.01E+00,11.2,9.71E-01,6.94E-03,-1.15E-02,6.04E-04,5
2.85E+06,3.00E+02,9.99E-01,9.78E+02,-1.10E+00,11.2,7.46E-01,6.84E-03,-1.15E-02,6.05E-04,5
2.85E+06,3.00E+02,1.00E+00,9.88E+02,-1.20E+00,11.2,7.41E-01,6.72E-03,-1.15E-02,5.24E-04,5
2.86E+06,3.00E+02,1.00E+00,9.88E+02,-9.92E-01,11.2,8.96E-01,6.91E-03,-1.15E-02,6.10E-04,5
2.86E+06,3.00E+02,1.00E+00,9.93E+02,-1.13E+00,11.1,9.40E-01,6.98E-03,-1.15E-02,5.92E-04,5
2.86E+06,3.00E+02,9.99E-01,9.82E+02,-1.26E+00,11.2,1.04E+00,6.83E-03,-1.15E-02,4.64E-04,5
2.86E+06,3.00E+02,1.00E+00,9.96E+02,-1.28E+00,11.2,9.87E-01,6.85E-03,-1.15E-02,4.70E-04,5
2.86E+06,3.00E+02,6.18E-01,8.25E+01,-2.28E+00,12.3,-1.21E+00,6.95E-03,-1.15E-02,3.98E-04,5
2.86E+06,3.00E+02,7.28E-01,1.12E+02,-2.14E+00,11.4,-5.05E-01,6.92E-03,-1.15E-02,4.25E-04,5
2.85E+06,3.00E+02,1.00E+00,9.97E+02,-1.29E+00,11.2,1.03E+00,6.79E-03,-1.15E-02,4.64E-04,5
2.85E+06,3.00E+02,1.00E+00,9.97E+02,-1.29E+00,11.2,1.03E+00,6.79E-03,-1.15E-02,4.64E-04,5
2.86E+06,3.00E+02,7.28E-01,1.12E+02,-2.14E+00,11.4,-5.05E-01,6.92E-03,-1.15E-02,4.25E-04,5
2.86E+06,3.00E+02,1.00E+00,9.96E+02,-1.28E+00,11.2,9.87E-01,6.85E-03,-1.15E-02,4.70E-04,5
2.86E+06,3.00E+02,5.79E-01,7.54E+01,-2.50E+00,15.9,-1.53E+00,6.98E-03,-1.15E-02,3.76E-04,5
2.85E+06,3.00E+02,1.00E+00,9.98E+02,-1.25E+00,11.1,1.01E+00,6.81E-03,-1.15E-02,4.77E-04,5
2.85E+06,3.00E+02,1.00E+00,9.96E+02,-1.33E+00,11.2,1.01E+00,6.75E-03,-1.15E-02,4.46E-04,5
2.85E+06,3.00E+02,1.00E+00,9.98E+02,-1.25E+00,11.1,1.01E+00,6.81E-03,-1.15E-02,4.77E-04,5
2.85E+06,3.00E+02,1.00E+00,9.90E+02,-1.29E+00,11.3,6.99E-01,6.68E-03,-1.15E-02,4.80E-04,5
2.86E+06,3.00E+02,8.55E-01,1.92E+02,-1.85E+00,11.4,2.10E-02,6.91E-03,-1.15E-02,4.34E-04,5
2.86E+06,3.00E+02,8.20E-01,1.60E+02,-1.74E+00,11.4,4.36E-01,6.90E-03,-1.15E-02,4.54E-04,5
2.86E+06,3.00E+02,8.20E-01,1.60E+02,-1.74E+00,11.4,4.36E-01,6.90E-03,-1.15E-02,4.54E-04,5
2.86E+06,3.00E+02,9.67E-01,5.08E+02,-1.42E+00,11.2,9.03E-01,6.87E-03,-1.15E-02,4.54E-04,5
2.86E+06,3.00E+02,9.64E-01,4.88E+02,-1.43E+00,11.3,7.75E-01,6.89E-03,-1.15E-02,4.62E-04,5
2.86E+06,3.00E+02,9.64E-01,4.88E+02,-1.43E+00,11.3,7.75E-01,6.89E-03,-1.15E-02,4.62E-04,5
2.85E+06,3.00E+02,1.00E+00,9.93E+02,-1.30E+00,11.2,8.77E-01,6.71E-03,-1.15E-02,4.60E-04,5
2.86E+06,3.00E+02,5.50E-01,7.10E+01,-2.23E+00,15.5,-1.04E+00,7.09E-03,-1.15E-02,4.56E-04,5
2.86E+06,3.00E+02,6.61E-01,9.19E+01,-2.98E+00,18.4,-1.47E+00,7.02E-03,-1.15E-02,3.70E-04,5
2.86E+06,3.00E+02,5.50E-01,7.10E+01,-2.23E+00,15.5,-1.04E+00,7.09E-03,-1.15E-02,4.56E-04,5
2.86E+06,3.00E+02,5.66E-01,7.33E+01,-2.65E+00,17.6,-1.13E+00,7.05E-03,-1.15E-02,4.03E-04,5
2.86E+06,3.00E+02,5.57E-01,7.20E+01,-2.51E+00,17.1,-1.08E+00,7.06E-03,-1.15E-02,4.20E-04,5
2.86E+06,3.00E+02,7.01E-01,1.03E+02,-2.21E+00,10.6,-6.42E-01,7.05E-03,-1.15E-02,5.52E-04,5
2.86E+06,3.00E+02,6.13E-01,8.16E+01,-2.65E+00,11.3,-1.18E+00,7.06E-03,-1.15E-02,5.32E-04,5
2.86E+06,3.00E+02,6.01E-01,7.93E+01,-2.50E+00,12.9,-1.30E+00,7.08E-03,-1.15E-02,5.02E-04,5
2.84E+06,3.01E+02,9.53E-01,4.23E+02,-1.25E-01,16.5,-2.34E-01,6.43E-03,-1.15E-02,7.93E-04,5
2.85E+06,3.01E+02,9.43E-01,3.77E+02,-3.96E-01,14.4,6.96E-01,6.44E-03,-1.15E-02,8.13E-04,5
2.85E+06,3.00E+02,9.75E-01,5.76E+02,-1.02E+00,13.8,-6.44E-01,6.86E-03,-1.15E-02,8.63E-04,5
2.85E+06,3.00E+02,9.40E-01,3.65E+02,-1.27E+00,14.4,-7.54E-01,6.86E-03,-1.15E-02,8.82E-04,5
2.85E+06,3.00E+02,9.15E-01,2.86E+02,-1.84E+00,14.8,-1.12E+00,6.85E-03,-1.15E-02,8.97E-04,5
2.85E+06,3.00E+02,9.63E-01,4.80E+02,-3.08E-01,16.7,-1.27E+00,6.51E-03,-1.15E-02,6.12E-04,5
2.85E+06,3.00E+02,9.60E-01,4.61E+02,-6.08E-01,14.1,-1.20E+00,6.63E-03,-1.15E-02,6.58E-04,5
2.85E+06,3.00E+02,9.84E-01,6.80E+02,-8.28E-01,13.9,-1.32E+00,6.62E-03,-1.15E-02,6.75E-04,5
2.85E+06,3.00E+02,9.90E-01,7.75E+02,-7.85E-01,14.1,-1.33E+00,6.60E-03,-1.15E-02,6.74E-04,5
2.85E+06,3.00E+02,8.75E-01,2.15E+02,1.35E-01,19.6,-1.28E+00,6.42E-03,-1.15E-02,7.02E-04,5
2.85E+06,3.00E+02,9.61E-01,4.66E+02,-2.99E-01,18.9,-9.25E-01,6.43E-03,-1.15E-02,7.22E-04,5
2.85E+06,3.00E+02,9.38E-01,3.55E+02,-4.40E-01,18.5,-9.72E-01,6.41E-03,-1.15E-02,7.37E-04,5
2.85E+06,3.01E+02,9.52E-01,4.15E+02,-8.49E-01,16.3,-8.74E-01,6.49E-03,-1.15E-02,7.92E-04,5
2.85E+06,3.01E+02,9.54E-01,4.28E+02,-3.82E-01,15.2,-7.51E-01,6.51E-03,-1.15E-02,8.08E-04,5
2.85E+06,3.01E+02,9.54E-01,4.27E+02,-2.59E-01,15.6,-1.19E+00,6.53E-03,-1.15E-02,8.03E-04,5
2.86E+06,3.00E+02,1.00E+00,9.93E+02,-6.13E-01,11.4,1.21E+00,7.05E-03,-1.15E-02,7.43E-04,5
2.85E+06,3.00E+02,9.50E-01,4.08E+02,-2.46E+00,11.6,-1.25E+00,6.87E-03,-1.15E-02,9.51E-04,5
2.85E+06,3.00E+02,9.57E-01,4.41E+02,-1.80E+00,9.72,-4.43E-01,6.86E-03,-1.15E-02,9.70E-04,5
2.85E+06,3.00E+02,9.72E-01,5.52E+02,-1.14E+00,12.9,-1.97E-01,6.75E-03,-1.15E-02,7.50E-04,5
2.85E+06,3.00E+02,9.85E-01,6.90E+02,-1.18E+00,12.8,-5.97E-01,6.74E-03,-1.15E-02,7.70E-04,5
2.85E+06,3.00E+02,8.91E-01,2.38E+02,-2.20E+00,13,-1.46E+00,6.79E-03,-1.15E-02,9.01E-04,5
2.85E+06,3.01E+02,9.13E-01,2.82E+02,-2.32E+00,11.2,-1.13E+00,6.77E-03,-1.15E-02,9.09E-04,5
2.85E+06,3.00E+02,1.00E+00,9.97E+02,-1.10E+00,11.2,7.73E-01,6.75E-03,-1.15E-02,5.62E-04,5
2.85E+06,3.00E+02,1.00E+00,9.91E+02,-1.20E+00,11.2,7.90E-01,6.75E-03,-1.15E-02,5.42E-04,5
2.86E+06,3.00E+02,9.99E-01,9.80E+02,-7.99E-01,11.3,1.15E+00,7.01E-03,-1.15E-02,6.91E-04,5
2.85E+06,3.01E+02,9.26E-01,3.15E+02,-1.39E+00,13.2,-1.88E+00,6.72E-03,-1.15E-02,8.42E-04,5
2.85E+06,3.00E+02,9.14E-01,2.85E+02,-1.49E+00,13.8,-1.86E+00,6.70E-03,-1.15E-02,8.32E-04,5
2.85E+06,3.00E+02,9.00E-01,2.55E+02,-1.21E+00,14.6,-1.47E+00,6.68E-03,-1.15E-02,8.43E-04,5
2.85E+06,3.00E+02,9.13E-01,2.83E+02,-1.19E+00,14.6,-1.32E+00,6.66E-03,-1.15E-02,8.32E-04,5
2.86E+06,3.00E+02,9.99E-01,9.82E+02,-7.35E-01,11.2,1.18E+00,7.03E-03,-1.15E-02,7.07E-04,5
2.86E+06,3.00E+02,9.99E-01,9.82E+02,-6.22E-01,11.4,1.14E+00,7.03E-03,-1.15E-02,7.27E-04,5
2.85E+06,3.00E+02,9.75E-01,5.79E+02,-7.77E-01,12,7.75E-01,6.77E-03,-1.15E-02,6.92E-04,5
2.85E+06,3.00E+02,9.74E-01,5.64E+02,-6.69E-01,11.8,8.51E-01,6.76E-03,-1.15E-02,6.73E-04,5
2.85E+06,3.00E+02,9.95E-01,8.80E+02,-7.32E-01,11.4,9.35E-01,6.77E-03,-1.15E-02,6.56E-04,5
2.85E+06,3.01E+02,9.21E-01,3.02E+02,-6.58E-01,13,3.47E-01,6.56E-03,-1.15E-02,8.58E-04,5
2.85E+06,3.01E+02,9.47E-01,3.91E+02,1.16E+00,13.7,-1.06E+00,6.54E-03,-1.15E-02,8.32E-04,5
2.85E+06,3.01E+02,9.51E-01,4.11E+02,1.25E-01,14.7,-1.16E+00,6.54E-03,-1.15E-02,8.14E-04,5
2.85E+06,3.01E+02,9.02E-01,2.59E+02,-5.45E-01,10.6,-6.08E-01,6.58E-03,-1.15E-02,8.86E-04,5
2.85E+06,3.01E+02,9.24E-01,3.09E+02,-3.22E-01,13.7,8.44E-01,6.58E-03,-1.15E-02,8.69E-04,5
2.85E+06,3.00E+02,9.57E-01,4.40E+02,-9.24E-01,18.4,-5.98E-01,6.45E-03,-1.15E-02,7.47E-04,5
2.85E+06,3.00E+02,9.63E-01,4.83E+02,-1.00E+00,17.6,-4.46E-01,6.47E-03,-1.15E-02,7.58E-04,5
2.86E+06,3.00E+02,1.00E+00,9.90E+02,-4.73E-01,11.7,4.06E-01,6.93E-03,-1.15E-02,8.06E-04,5
2.86E+06,3.00E+02,1.00E+00,9.92E+02,-4.73E-01,11.6,4.62E-01,6.94E-03,-1.15E-02,7.87E-04,5
2.85E+06,3.00E+02,9.86E-01,7.10E+02,-7.98E-01,14.3,-1.14E+00,6.59E-03,-1.15E-02,6.54E-04,5
2.85E+06,3.00E+02,9.86E-01,7.09E+02,-7.00E-01,14.7,-8.65E-01,6.56E-03,-1.15E-02,6.54E-04,5
2.85E+06,3.01E+02,9.91E-01,7.96E+02,-6.32E-01,14.7,-1.35E+00,6.62E-03,-1.15E-02,8.11E-04,5
2.85E+06,3.01E+02,9.51E-01,4.11E+02,-4.79E-01,15,-1.10E+00,6.62E-03,-1.15E-02,8.31E-04,5
2.85E+06,3.00E+02,9.46E-01,3.88E+02,-6.43E-01,12.5,5.23E-01,6.73E-03,-1.15E-02,6.72E-04,5
2.85E+06,3.00E+02,9.51E-01,4.10E+02,-7.95E-01,13.1,9.82E-02,6.72E-03,-1.15E-02,6.92E-04,5
2.86E+06,3.00E+02,9.96E-01,8.96E+02,-3.86E-01,12.5,5.92E-01,7.01E-03,-1.15E-02,8.41E-04,5
2.86E+06,3.00E+02,9.99E-01,9.79E+02,-5.48E-01,11.9,7.23E-01,6.98E-03,-1.15E-02,8.16E-04,5
2.85E+06,3.01E+02,9.78E-01,6.07E+02,-1.20E+00,13.9,-1.60E+00,6.63E-03,-1.15E-02,7.69E-04,5
2.85E+06,3.01E+02,9.84E-01,6.74E+02,-1.13E+00,13.9,-1.65E+00,6.62E-03,-1.15E-02,7.50E-04,5
2.85E+06,3.00E+02,9.73E-01,5.60E+02,-4.71E-01,16.8,-1.78E-01,6.52E-03,-1.15E-02,6.92E-04,5
2.85E+06,3.00E+02,9.78E-01,6.10E+02,-4.25E-01,16.2,-2.88E-01,6.53E-03,-1.15E-02,6.73E-04,5
2.86E+06,3.00E+02,1.00E+00,9.91E+02,-5.07E-01,11.5,1.16E+00,7.05E-03,-1.15E-02,7.66E-04,5
2.85E+06,3.00E+02,9.99E-01,9.76E+02,-8.03E-01,12.7,-7.39E-02,6.91E-03,-1.15E-02,8.43E-04,5
2.85E+06,3.00E+02,9.88E-01,7.37E+02,-1.13E+00,13.5,-3.01E-01,6.91E-03,-1.15E-02,8.62E-04,5
2.85E+06,3.00E+02,8.04E-01,1.48E+02,3.99E-01,20.2,-1.10E+00,6.40E-03,-1.15E-02,6.97E-04,5
2.86E+06,3.00E+02,9.96E-01,9.00E+02,-1.47E+00,13.1,1.72E-01,7.03E-03,-1.15E-02,9.12E-04,5
2.86E+06,3.00E+02,9.97E-01,9.24E+02,-1.52E+00,12.9,4.69E-01,7.05E-03,-1.15E-02,9.13E-04,5
2.85E+06,3.00E+02,9.31E-01,3.31E+02,-2.83E+00,9.92,-5.29E-01,6.92E-03,-1.15E-02,9.71E-04,5
2.86E+06,3.00E+02,9.28E-01,3.22E+02,-2.82E+00,8.21,2.98E-01,6.94E-03,-1.15E-02,9.87E-04,5
2.85E+06,3.00E+02,9.37E-01,3.50E+02,-5.80E-01,11.9,3.54E-01,6.68E-03,-1.15E-02,5.79E-04,5
2.85E+06,3.00E+02,9.59E-01,4.56E+02,-7.30E-01,11.7,6.60E-01,6.70E-03,-1.15E-02,5.86E-04,5
2.85E+06,3.00E+02,1.00E+00,9.96E+02,-4.92E-01,11.8,3.16E-03,6.90E-03,-1.15E-02,8.06E-04,5
2.85E+06,3.00E+02,1.00E+00,9.98E+02,-4.68E-01,11.7,1.39E-02,6.89E-03,-1.15E-02,7.87E-04,5
2.86E+06,3.00E+02,9.99E-01,9.72E+02,-8.29E-01,11.3,6.32E-01,6.92E-03,-1.15E-02,6.88E-04,5
2.86E+06,3.00E+02,9.99E-01,9.77E+02,-8.12E-01,11.3,7.88E-01,6.93E-03,-1.15E-02,6.73E-04,5
2.85E+06,3.01E+02,9.95E-01,8.63E+02,-7.63E-01,15.5,-5.26E-01,6.53E-03,-1.15E-02,7.49E-04,5
2.85E+06,3.01E+02,1.00E+00,9.93E+02,-6.57E-01,14.9,-7.52E-01,6.56E-03,-1.15E-02,7.48E-04,5
2.85E+06,3.00E+02,9.67E-01,5.11E+02,-4.97E-01,15.4,-9.79E-01,6.53E-03,-1.15E-02,6.18E-04,5
2.85E+06,3.00E+02,9.73E-01,5.54E+02,-4.48E-01,15.6,-7.49E-01,6.53E-03,-1.15E-02,6.37E-04,5
2.85E+06,3.00E+02,9.98E-01,9.30E+02,-5.59E-01,12,-1.21E-01,6.85E-03,-1.15E-02,8.04E-04,5
2.85E+06,3.00E+02,1.00E+00,9.85E+02,-4.71E-01,12.3,-2.91E-01,6.85E-03,-1.15E-02,8.22E-04,5
2.85E+06,3.01E+02,9.30E-01,3.29E+02,-2.79E+00,8.52,-1.42E+00,6.75E-03,-1.15E-02,9.44E-04,5
